FROM_ID,ID_POST,TYPE,NAME,STATUS_TYPE,PUBLISHED_DATE,POST_EXTRACTION_DATE,SAHRES_COUNT,REACTION_LOVE_COUNT,REACTION_LIKE_COUNT,REACTION_TOTAL_COUNT,REACTION_ANGRY_COUNT,REACTION_HAHA_COUNT,REACTION_SAD_COUNT,REACTION_THANKFUL_COUNT,REACTION_WOW_COUNT,FROM_NAME,COMMENTS_COUNT,MESSAGE,LAST_REACTION,ID_PAGE
137846509616746,137846509616746_1177845735616813,video,Devine qui vient lancer le zapping ? - video Dailymotion,shared_story,2016-10-05 15:00:00,2016-10-17 14:15:00,5,3,178,181,0,0,0,0,0,LOSC,2,"Vous le savez, le mercredi c'est zapping. Sauf que cette fois, ce n'est pas un joueur qui prononce la phrase magique... ",2016-10-05 22:26:55,137846509616746
137846509616746,137846509616746_1177751762292877,link,Neuf internationaux sous les drapeaux,shared_story,2016-10-05 12:00:01,2016-10-17 14:15:00,12,6,487,494,1,0,0,0,0,LOSC,10,"[DEVINETTE] Ils sont 9 Dogues partis rejoindre leur selection cette semaine. Saurez-vous les retrouver (sans regarder, hein) ? ",2016-10-09 14:04:08,137846509616746
137846509616746,137846509616746_1177733428961377,photo,Timeline Photos,added_photos,2016-10-05 09:48:39,2016-10-17 14:15:00,43,23,700,729,0,6,0,0,0,LOSC,13,Votez pour le LOSC en likant notre photo sur l'appli Ligue 1 du Championnat de France des Tribunes et gagnez de nombreux cadeaux  ! RDV des maintenant sur  https://contest-55mrqg.xg1.li,2016-10-08 19:17:09,137846509616746
137846509616746,137846509616746_1177066739028046,photo,Timeline Photos,added_photos,2016-10-04 17:00:03,2016-10-17 14:15:00,47,11,392,409,2,4,0,0,0,LOSC,33,LOSC - PSG - Paris Saint-Germain : 9 categories deja completes !  Toutes les infos ici >> http://bit.ly/2dFF4d2,2016-10-07 16:28:23,137846509616746
137846509616746,137846509616746_1177002875701099,video,"Elections LFP : ""Je me presente sur mon bilan"" - video Dailymotion",shared_story,2016-10-04 15:00:01,2016-10-17 14:15:00,7,1,172,176,2,0,1,0,0,LOSC,9,"Avant les elections au Conseil d'Administration de la LFP, la parole est a Michel Seydoux, President du LOSC, qui siege depuis 12 ans...   Regardez ",2016-10-05 12:35:19,137846509616746
137846509616746,137846509616746_1176889225712464,video,,added_video,2016-10-04 12:32:50,2016-10-17 14:15:00,125,22,434,457,0,0,0,0,1,LOSC,17,"[ICI LA VOIX] Quel defi RioMavuba a-t-il lance a Fred, le patron des DVE ? Rendez-vous ce jeudi sur LOSC TV",2016-10-08 08:51:13,137846509616746
137846509616746,137846509616746_1176787909055929,photo,Photos from LOSC's post,added_photos,2016-10-04 09:52:56,2016-10-17 14:15:00,6,2,264,266,0,0,0,0,0,LOSC,1,Quoi de neuf en CFA ?   Allons voir ca [?] http://bit.ly/2dlnUa4,2016-10-04 09:52:56,137846509616746
137846509616746,137846509616746_1176112959123424,link,Les feminines ramenent un bon point de Lorient,shared_story,2016-10-03 17:00:01,2016-10-17 14:15:00,15,21,455,482,0,1,0,0,5,LOSC,14,Les feminines du LOSC poursuivent sur leur lancee dans ce championnat de D2  Et elles conservent la tete du classement [?][?]  On debriefe tout ca ,2016-10-03 17:00:01,137846509616746
137846509616746,137846509616746_1176001972467856,video,,added_video,2016-10-03 14:31:28,2016-10-17 14:15:00,53,23,939,984,3,16,0,0,3,LOSC,30,"Avouez que vous aussi vous aviez ce visage tendu, samedi soir quand Eder s'est elance pour frapper son penalty...  La suite ? Elle est ici [?][?] http://bit.ly/2d8FDMz [?][?]",2016-10-05 12:20:07,137846509616746
137846509616746,137846509616746_1175847872483266,photo,01/10/16 : LOSC-ASNL 1-0,added_photos,2016-10-03 11:02:22,2016-10-17 14:15:00,10,6,294,303,1,0,2,0,0,LOSC,12,Et si on zoomait dans l'oeil du photographe ?,2016-10-04 12:52:05,137846509616746
137846509616746,137846509616746_1174560495945337,video,"Eder, buteur soulage - video Dailymotion",shared_story,2016-10-02 11:00:00,2016-10-17 14:15:00,31,22,718,749,6,0,1,0,2,LOSC,17,"Sans trembler, il a donne la victoire au LOSC hier soir. Eder revient avec lucidite sur son but",2016-10-02 11:00:00,137846509616746
137846509616746,137846509616746_1174044229330297,photo,Timeline Photos,added_photos,2016-10-02 09:06:01,2016-10-17 14:15:00,11,6,401,416,6,1,2,0,0,LOSC,39,"Pour Sebastien Corchia, ""seule la victoire compte"". Et pour vous ? Qu'en pensez-vous ?  >[?] http://bit.ly/2dhn0ba",2016-10-03 19:53:40,137846509616746
137846509616746,137846509616746_1174012872666766,photo,Timeline Photos,added_photos,2016-10-01 20:58:41,2016-10-17 14:15:00,16,24,542,593,17,3,3,0,4,LOSC,70,"Avouez qu'ils font du bien ces trois points, non ? Quel est votre compte-rendu de ce LOSC - ASNL- AS Nancy Lorraine ?  Voici le notre [?] http://bit.ly/2dA2Dce",2016-10-03 17:00:32,137846509616746
137846509616746,137846509616746_1173954982672555,photo,Timeline Photos,added_photos,2016-10-01 19:51:56,2016-10-17 14:15:00,347,215,3216,3497,8,40,3,0,15,LOSC,213,[VICTOIRE !] Le LOSC s'impose devant l'ASNL- AS Nancy Lorraine grace a un but d'Eder sur penalty ! Oh qu'elle fait du bien cette victoire  #PlusQuejamaisDOGUES,2016-10-07 15:19:12,137846509616746
137846509616746,137846509616746_1173946376006749,photo,Timeline Photos,added_photos,2016-10-01 19:33:45,2016-10-17 14:15:00,138,155,2432,2661,50,16,2,0,6,LOSC,109,BUUUUUUT LILLOIS ! Eder transforme un penalty d'un plat du pied parfait. Ca fait 1-0  #LOSCASNL #PlusQueJamaisDOGUES,2016-10-04 15:15:24,137846509616746
137846509616746,137846509616746_1173891529345567,photo,Timeline Photos,added_photos,2016-10-01 18:47:23,2016-10-17 14:15:00,8,6,269,307,24,3,4,0,1,LOSC,37,C'est la mi-temps sur ce score nul et vierge. Aux Dogues de faire la difference apres la pause. On y croit !  #PlusQueJamaisDogues,2016-10-03 09:19:13,137846509616746
137846509616746,137846509616746_1173859492682104,photo,Timeline Photos,added_photos,2016-10-01 18:01:16,2016-10-17 14:15:00,7,4,400,404,0,0,0,0,0,LOSC,18,C'est parti pour #LOSCASNL    Vous n'etes pas au stade ce soir ? Direction le live-audio  >[?] http://dai.ly/xsvi3k,2016-10-02 14:35:03,137846509616746
137846509616746,137846509616746_1173816569353063,photo,Timeline Photos,added_photos,2016-10-01 17:03:58,2016-10-17 14:15:00,27,16,469,486,0,1,0,0,0,LOSC,53,Il vient tout juste d'etre devoile ! Decouvrez le 11 lillois pour LOSC - ASNL- AS Nancy Lorraine  #WeAreLOSC #PlusQueJamaisDOGUES,2016-10-01 21:59:04,137846509616746
137846509616746,137846509616746_1172438639490856,photo,Timeline Photos,added_photos,2016-10-01 16:00:01,2016-10-17 14:15:00,7,5,264,270,1,0,0,0,0,LOSC,11, Vous n'etes pas au Stade Pierre Mauroy ce soir ? Gardez quand meme une oreille sur LOSC - ASNL- AS Nancy Lorraine avec notre live audio   http://dai.ly/xsvi3k ,2016-10-01 16:00:01,137846509616746
137846509616746,137846509616746_1172419532826100,photo,Timeline Photos,added_photos,2016-10-01 12:06:00,2016-10-17 14:15:00,8,5,164,171,0,0,1,0,1,LOSC,4,"IL EST DE RETOUR ! Associe a un nouveau partenaire (La Voix Medias), Reservoir Dogues vous attend aux entrees du Stade Pierre Mauroy ce soir pour LOSC - ASNL- AS Nancy Lorraine  #PlusQueJamaisDOGUES ",2016-10-02 18:04:28,137846509616746
137846509616746,137846509616746_1172607616140625,video,Le 100 secondes avant Nancy - video Dailymotion,shared_story,2016-09-30 17:30:00,2016-10-17 14:15:00,14,18,374,392,0,0,0,0,0,LOSC,84,"Allez, on vous donne 100 secondes (pas une de plus) pour lacher un bon gros #PlusQueJamaisDogues en commentaire, histoire de montrer notre unite  3-2-1, a vos claviers !",2016-10-01 15:13:03,137846509616746
137846509616746,137846509616746_1172634629471257,link,"Avant Nancy, la parole a Naim Sliti",shared_story,2016-09-30 15:00:35,2016-10-17 14:15:00,13,12,580,594,1,0,0,0,1,LOSC,7,"[L'INTERVIEW ] Son arrivee, son integration, ses objectifs, Naim Sliti se confie en toute transparence   ",2016-10-01 06:56:25,137846509616746
137846509616746,137846509616746_1170695272998526,photo,Timeline Photos,added_photos,2016-09-30 12:00:02,2016-10-17 14:15:00,10,9,228,239,0,0,0,0,2,LOSC,7,"[FIFA 17] : le jeu qui a fait sa sortie aujourd'hui est disponible en boutiques Lille Centre & Stade Pierre Mauroy ainsi que sur la boutique en ligne (http://bit.ly/2deUGWB)  A cette occasion, 40 exemplaires ont ete dedicaces par les joueurs!",2016-10-01 17:25:13,137846509616746
137846509616746,137846509616746_1170587606342626,video,,added_video,2016-09-30 10:01:37,2016-10-17 14:15:00,41,20,384,404,0,0,0,0,0,LOSC,41,[SOUVENIRS ] Vous vous en rappelez ? Le dernier LOSC - ASNL- AS Nancy Lorraine s'est dispute un certain 17 aout 2012... Pour la premiere au Stade Pierre Mauroy !   Vous y etiez ? [?],2016-10-01 20:31:45,137846509616746
137846509616746,137846509616746_1171718649562855,photo,Photos from LOSC's post,added_photos,2016-09-29 17:00:00,2016-10-17 14:15:00,19,16,410,428,1,0,0,0,1,LOSC,15,Les Dogues se sont entraines en public avant LOSC - ASNL- AS Nancy Lorraine samedi (20h).  Les images [?],2016-10-01 10:19:22,137846509616746
137846509616746,137846509616746_1171681939566526,video,FIFA17 : qui sont les plus forts ? - video Dailymotion,shared_story,2016-09-29 14:43:19,2016-10-17 14:15:00,22,3,294,311,5,7,1,0,1,LOSC,16,Les Dogues se sont essayes a FIFA 17 hier en avant-premiere  L'occasion pour eux d'affronter les gagnants du concours.   Qui a gagne ? Reponse ci-dessous ,2016-09-29 14:44:43,137846509616746
137846509616746,137846509616746_1171470026254384,video,,added_video,2016-09-29 11:00:01,2016-10-17 14:15:00,506,96,1136,1261,1,20,4,0,4,LOSC,111,Supporters lillois : les joueurs du LOSC ont un message pour vous ! #PlusQueJamaisDogues,2016-10-06 19:49:19,137846509616746
137846509616746,137846509616746_1171386586262728,video,,added_video,2016-09-29 09:45:00,2016-10-17 14:15:00,128,76,1677,1757,0,3,1,0,0,LOSC,64,Le LOSC des glorieuses annees 2000 ? Il en portait le brassard. Joyeux anniversaire capt'ain Taff ,2016-10-01 06:01:45,137846509616746
137846509616746,137846509616746_1171355079599212,photo,Timeline Photos,added_photos,2016-09-29 07:41:29,2016-10-17 14:15:00,41,25,403,431,1,2,0,0,0,LOSC,44,"Avant LOSC - ASNL- AS Nancy Lorraine, publiez vos cris de guerre, vos messages de soutien et d'encouragement sur Twitter  Les plus forts seront presentes aux joueurs avant le match  Partagez votre cri de ralliement [?] #PlusQueJamaisDogues",2016-09-30 16:24:45,137846509616746
137846509616746,137846509616746_1170683219666398,link,Pourquoi faut-il (absolument) venir voir #LOSCASNL ?,shared_story,2016-09-28 18:00:01,2016-10-17 14:15:00,22,11,510,539,1,15,2,0,0,LOSC,54,"S'il vous fallait des raisons pour venir assister a LOSC - ASNL- AS Nancy Lorraine... N'hesitez plus, tout est la [?]",2016-09-30 15:37:36,137846509616746
137846509616746,137846509616746_1170745506326836,photo,Timeline Photos,added_photos,2016-09-28 15:57:53,2016-10-17 14:15:00,186,69,958,1037,1,9,0,0,0,LOSC,56,"Supporters lillois, #PlusQueJamaisDOGUES ! Et si tous ensemble, on faisait de LOSC - ASNL- AS Nancy Lorraine un rendez-vous federateur histoire de serrer un poing rageur ?  Sur le terrain comme en tribune, nous ne lacherons rien ! Des maintenant, soyons plus que jamais UNIS, plus que jamais SOLIDAIRES, plus que jamais COMBATIFS...  [?] bit.ly/2dttA13",2016-09-29 21:57:31,137846509616746
137846509616746,137846509616746_1170545706346816,photo,Timeline Photos,added_photos,2016-09-28 13:30:01,2016-10-17 14:15:00,90,37,1169,1213,1,6,0,0,0,LOSC,24,Soutenez le LOSC en likant notre photo  et gagnez de nombreux cadeaux  ! RDV des maintenant sur  https://contest-csy5bw.xg1.li  Partagez l'info avec vos amis pour soutenir votre club,2016-10-02 18:41:28,137846509616746
137846509616746,137846509616746_1170545243013529,photo,Photos from LOSC's post,added_photos,2016-09-28 12:33:30,2016-10-17 14:15:00,10,7,334,343,2,0,0,0,0,LOSC,26,"Ce matin, les gagnants du concours et les joueurs du LOSC ont pu decouvrir FIFA 17 en avant-premiere.  Hate d'y jouer ?   Le jeu sera disponible demain en boutiques Lille Centre & Stade Pierre Mauroy ainsi que sur la boutique en ligne ! >> http://bit.ly/2deUGWB",2016-09-30 15:23:42,137846509616746
137846509616746,137846509616746_1169673549767365,photo,Timeline Photos,added_photos,2016-09-27 12:53:19,2016-10-17 14:15:00,7,3,154,160,0,0,2,0,1,LOSC,13,RESERVOIR DOGUES EST DE RETOUR ! Rendez-vous samedi sur LOSC - ASNL- AS Nancy Lorraine pour le (re)decouvrir  [?] http://bit.ly/2d3gYy6,2016-09-28 12:49:02,137846509616746
137846509616746,137846509616746_1168787389855981,video,#ASSELOSC : Derniers mais pas resignes - video Dailymotion,shared_story,2016-09-26 18:16:00,2016-10-17 14:15:00,36,0,499,558,17,9,32,0,1,LOSC,59,"NON, le LOSC ne meritait pas de perdre hier a ASSE - Association Sportive de Saint-Etienne. Voici pourquoi [?]",2016-09-28 17:44:23,137846509616746
137846509616746,137846509616746_1168863469848373,link,La passe de trois pour les feminines face a Rouen,shared_story,2016-09-26 16:27:48,2016-10-17 14:15:00,49,27,736,767,0,3,0,0,1,LOSC,25,"3 matchs, 3 victoires pour les feminines en championnat de D2   On debriefe le large succes contre Rouen (6-0) ",2016-09-27 13:14:47,137846509616746
137846509616746,137846509616746_1168741179860602,video,,added_video,2016-09-26 15:00:00,2016-10-17 14:15:00,82,82,1753,1843,0,5,0,0,3,LOSC,48,"On l'a vu grandir, eclore, progresser et aujourd'hui, il se revele en Premier League avec Everton Football Club  Joyeux anniversaire a notre Diambar Idrissa Gueye ",2016-09-28 12:46:46,137846509616746
137846509616746,137846509616746_1168718239862896,link,Formation : Pas de vainqueur dans le derby du Nord,shared_story,2016-09-26 13:30:47,2016-10-17 14:15:00,7,4,316,322,0,2,0,0,0,LOSC,2,Les U19 et U17 ont dispute des derbies du Nord ce week-end [?][?]  Pour le meilleur ? On fait la revue des rencontres de ce week-end de formation ! [?],2016-09-27 08:37:06,137846509616746
137846509616746,137846509616746_1167845656616821,video,,added_video,2016-09-25 19:06:21,2016-10-17 14:15:00,92,81,1020,1115,1,4,0,0,9,LOSC,93,Les feminines ont gagne 6-0 contre Rouen ce dimanche en championnat grace a des doubles de Saidi et Coutereels et des buts de Coryn et La Villa [?][?]  Bravo les filles ,2016-09-26 21:21:19,137846509616746
137846509616746,137846509616746_1164496036951783,photo,Timeline Photos,added_photos,2016-09-25 17:00:01,2016-10-17 14:15:00,19,0,225,256,13,16,2,0,0,LOSC,93,Prochain RDV a la maison : LOSC - ASNL- AS Nancy Lorraine Samedi 1er octobre a 20h au Stade Pierre Mauroy Surclassez-vous sur cette rencontre : faites-vous plaisir en changeant de categorie!  Toutes les infos >> http://www.losc.fr/content/sur-classez-vous-sur-nancy-bastia,2016-09-27 05:41:19,137846509616746
137846509616746,137846509616746_1167607876640599,photo,Timeline Photos,added_photos,2016-09-25 14:55:32,2016-10-17 14:15:00,85,18,374,818,207,47,166,0,6,LOSC,286,"C'est termine a Geoffroy-Guichard. Le LOSC s'incline au terme d'un match dispute. Beric (63'), Nordin (72') et Roux (90+2') ont marque pour l'ASSE, la reduction de la marque par Civelli n'aura pas suffi. #ASSELOSC #WeAreLOSC",2016-09-28 11:23:37,137846509616746
137846509616746,137846509616746_1167593536642033,photo,Timeline Photos,added_photos,2016-09-25 14:40:48,2016-10-17 14:15:00,11,7,444,466,4,7,1,0,3,LOSC,37,Le LOSC reduit la marque grace a un bon travail de Civelli dans la surface !   ASSE 2 - 1 LOSC   #WeAreLOSC,2016-09-26 11:11:57,137846509616746
137846509616746,137846509616746_1167584523309601,status,,mobile_status_update,2016-09-25 14:31:50,2016-10-17 14:15:00,9,5,107,199,55,8,22,0,2,LOSC,105,L'ASSE prend le large avec ce second but marque par Nordin a la suite d'une tres belle action collective.  ASSE 2 - 0 LOSC  #ASSELOSC,2016-09-26 03:30:52,137846509616746
137846509616746,137846509616746_1167573969977323,status,,mobile_status_update,2016-09-25 14:23:05,2016-10-17 14:15:00,9,6,112,203,46,8,31,0,0,LOSC,52,Beric ouvre le score pour Saint-Etienne.  ASSE 1 - 0 LOSC  #ASSELOSC,2016-09-25 14:23:05,137846509616746
137846509616746,137846509616746_1167538886647498,photo,Timeline Photos,added_photos,2016-09-25 13:47:43,2016-10-17 14:15:00,11,3,227,272,30,1,9,0,2,LOSC,66,"C'est la pause dans ce match plutot domine par les dogues. A noter cependant l'exclusion de Franck Beria a la 42eme minute, Lille devra donc jouer toute la seconde mi-temps en inferiorite numerique.#ASSELOSC #WeAreLOSC",2016-09-26 00:36:57,137846509616746
137846509616746,137846509616746_1167482183319835,photo,Timeline Photos,added_photos,2016-09-25 13:00:21,2016-10-17 14:15:00,16,4,320,332,1,1,5,0,1,LOSC,21,#ASSELOSC - c'est parti !  #WeAreLOSC,2016-09-25 14:22:52,137846509616746
137846509616746,137846509616746_1167451403322913,photo,Timeline Photos,added_photos,2016-09-25 12:05:32,2016-10-17 14:15:00,30,5,423,449,16,4,1,0,0,LOSC,84,Composition de l'equipe pour ce #ASSELOSC. #WeAreLOSC,2016-09-26 20:59:49,137846509616746
137846509616746,137846509616746_1167430049991715,video,,added_video,2016-09-25 11:36:31,2016-10-17 14:15:00,14,7,341,350,0,1,1,0,0,LOSC,43,A Sainte ? Concentres #ASSELOSC,2016-09-26 17:00:38,137846509616746
137846509616746,137846509616746_1165626386838748,video,Les Dogues en mission commando - video Dailymotion,shared_story,2016-09-24 07:30:01,2016-10-17 14:15:00,19,10,259,273,1,2,0,0,1,LOSC,36,[ASSE - Association Sportive de Saint-Etienne - LOSC J-1] Determines a inverser la spirale   #WeAreLOSC,2016-09-25 16:22:29,137846509616746
137846509616746,137846509616746_1165629156838471,link,Avec quel etat d'esprit a Saint-Etienne ?,shared_story,2016-09-23 15:05:12,2016-10-17 14:15:00,9,3,211,218,1,3,0,0,0,LOSC,19,"Qui a declare : ""On va a ASSE - Association Sportive de Saint-Etienne en mission commando"" ?  La reponse ",2016-09-24 23:24:37,137846509616746
137846509616746,137846509616746_1165414563526597,photo,Photos from LOSC's post,added_photos,2016-09-23 12:00:00,2016-10-17 14:15:00,33,9,608,620,3,0,0,0,0,LOSC,32,"Sous le soleil [?], les Dogues se sont entraines ce matin a l'approche du match contre ASSE - Association Sportive de Saint-Etienne [?][?].",2016-09-23 12:00:00,137846509616746
137846509616746,137846509616746_1164583273609726,photo,Timeline Photos,added_photos,2016-09-23 07:00:01,2016-10-17 14:15:00,337,152,1558,1725,0,4,1,0,10,LOSC,40,"[IL Y A 72 ANS...] Le 23 septembre 1944 naissait notre club de coeur, celui qu'on aime intensement, dans les bons comme dans les moins bons moments   Aujourd'hui plus qu'hier, #WeAreLOSC ",2016-09-29 09:45:35,137846509616746
137846509616746,137846509616746_1164552813612772,video,#ASSELOSC : Toujours chaud dans le Chaudron - video Dailymotion,shared_story,2016-09-22 17:00:01,2016-10-17 14:15:00,12,4,377,388,4,1,2,0,0,LOSC,18," Une praline de RioMavuba, un rush de Joe Cole, deux penos de Gueye et Eder... Il se passe toujours quelque chose de fou a ASSE - Association Sportive de Saint-Etienne  Souvenez-vous...",2016-09-23 18:02:14,137846509616746
137846509616746,137846509616746_1158347454233308,photo,Timeline Photos,added_photos,2016-09-22 12:00:01,2016-10-17 14:15:00,10,2,91,94,0,1,0,0,0,LOSC,7,"Journee 100% avantages pour nos supporters ce jour : notre partenaire, Le 12eme homme vous propose de tenter de gagner un maillot du LOSC. Jouez ici >>> http://dir.re/numeromystere",2016-09-23 12:23:15,137846509616746
137846509616746,137846509616746_1164392506962136,photo,Timeline Photos,added_photos,2016-09-22 10:03:29,2016-10-17 14:15:00,37,28,707,749,11,1,0,0,2,LOSC,46,"[PREMIERE] Imagine et concu par New Balance Football, le kit ""third"" du LOSC sera etrenne ce dimanche (15h) a ASSE - Association Sportive de Saint-Etienne  #WeAreLOSC #NBLOSC",2016-09-24 17:15:47,137846509616746
137846509616746,137846509616746_1164361846965202,photo,Timeline Photos,added_photos,2016-09-22 09:18:53,2016-10-17 14:15:00,9,0,107,108,1,0,0,0,0,LOSC,31,"Merci a tous pour vos participations hier pour notre jeu FIFA 17! 1 personne a gagne sa place pour tester l'edition 2017 de ce jeu en compagnie des joueurs  Aujourd'hui, on vous donne une 2eme chance de gagner votre place : RDV sur TWITTER (@losclive)   Tirage au sort ce soir 18h!",2016-09-23 09:07:35,137846509616746
137846509616746,137846509616746_1163653637036023,video,#LOSCTFC : La premiere de BISSOUMA - video Dailymotion,shared_story,2016-09-21 15:01:01,2016-10-17 14:15:00,30,25,617,649,3,2,1,0,1,LOSC,34,"Un petit nouveau a fait son apparition dans le onze lillois hier soir. Comment l'a-t-il vecu ce LOSC - Toulouse Football Club, Yves Bissouma ?",2016-09-22 10:38:39,137846509616746
137846509616746,137846509616746_1163542250380495,link," Apres #LOSCTFC, quels enseignements tirer ?",shared_story,2016-09-21 12:15:55,2016-10-17 14:15:00,10,1,266,307,17,1,22,0,0,LOSC,59," Comme dans toute analyse d'apres match, il convient d'examiner la forme, mais aussi le fond  Que retenir du LOSC - Toulouse Football Club d'hier soir ? On s'est pose la question ",2016-09-22 21:19:18,137846509616746
137846509616746,137846509616746_1162527730481947,photo,Timeline Photos,added_photos,2016-09-21 07:00:01,2016-10-17 14:15:00,50,23,616,645,1,1,1,0,3,LOSC,1243,"[JEU] L'edition 2017 de FIFA sortira le 29 septembre.  Pour feter cela, le LOSC invite l'un ou l'une d'entre vous afin de pourvoir le tester la veille (mercredi 28 septembre) avec les joueurs au Domaine de Luchin!   Pour participer au tirage au sort, commentez cette publication. Le gagnant sera annonce ce soir a 18h!",2016-09-28 09:36:06,137846509616746
137846509616746,137846509616746_1162823080452412,photo,Timeline Photos,added_photos,2016-09-20 18:54:14,2016-10-17 14:15:00,91,11,559,1034,260,58,139,0,7,LOSC,231,C'est fini au Stade Pierre Mauroy. Cruelle defaite pour des Dogues qui se sont fait prendre deux fois en contre-attaque...   De nombreuses choses positives sont a retenir de ce match cependant. Plus que jamais #WeAreLOSC,2016-09-24 06:05:43,137846509616746
137846509616746,137846509616746_1162801547121232,status,,mobile_status_update,2016-09-20 18:35:16,2016-10-17 14:15:00,8,9,176,338,98,22,30,0,3,LOSC,85,78' Deuxieme but toulousain marque par Toivonen.  #LOSCTFC (1-2),2016-09-21 15:33:08,137846509616746
137846509616746,137846509616746_1162792123788841,status,,mobile_status_update,2016-09-20 18:20:57,2016-10-17 14:15:00,1,9,159,170,0,1,1,0,0,LOSC,14, Changements pour le LOSC !   [?]Eder remplace De Preville  [?]Sliti remplace Bautheac,2016-09-22 08:55:00,137846509616746
137846509616746,137846509616746_1162778367123550,status,,mobile_status_update,2016-09-20 18:01:43,2016-10-17 14:15:00,0,0,104,104,0,0,0,0,0,LOSC,3,[?]C'est reparti ! L'arbitre siffle le debut de la seconde periode.,2016-09-20 18:01:43,137846509616746
137846509616746,137846509616746_1162769193791134,photo,Timeline Photos,added_photos,2016-09-20 17:47:03,2016-10-17 14:15:00,18,5,489,503,4,5,0,0,0,LOSC,4,C'est la mi-temps au Stade Pierre Mauroy !,2016-09-20 17:47:03,137846509616746
