COMMENT_ID|COMMENT_EXTRACTION_DATE|FROM_ID|CREATED_TIME|ID_POST|MESSAGE
670538443077252_670585853072511|2016-10-26 14:25:00|10154024432798603|2015-06-30 18:48:41|135315403266228_670538443077252|L'offre va jusqu'a quand ?
670538443077252_671341356330294|2016-10-26 14:25:00|10154201224653822|2015-07-02 10:43:19|135315403266228_670538443077252|N'hesitez pas et appelez au 0327329393 pour plus de renseignements.
670538443077252_773166932814402|2016-10-26 14:25:00|1814459945499586|2016-03-10 19:44:50|135315403266228_670538443077252|15m2 offert pour y faire quoi de plus .... ?
670538443077252_773167426147686|2016-10-26 14:25:00|1814459945499586|2016-03-10 19:47:22|135315403266228_670538443077252|mettre son chien ..
666952653435831_669985303132566|2016-10-26 14:25:00|135315403266228|2015-06-29 10:45:19|135315403266228_666952653435831|Bonjour @Max. Nous proposons d'echanger sur votre demande par message prive afin de connaitre precisement votre situation. Bonne journee.
666952653435831_896470067150754|2016-10-26 14:25:00|1449184738430066|2016-10-23 15:02:11|135315403266228_666952653435831|Combien c modele
661065617357868_675116505952779|2016-10-26 14:25:00|135315403266228|2015-07-10 08:54:02|135315403266228_661065617357868|Bonjour @Damien. La Direction Regionale Nord a pris contact avec vous lundi afin d'assurer les operations sur les arases, la pierre bleue et la charpente. A tres vite.
658293234301773_659168427547587|2016-10-26 14:25:00|1856863667875670|2015-06-04 23:13:08|135315403266228_658293234301773|Vous pouvez offrir 15m2... Notre maison presente plusieurs malfacons et le chef de chantier nous ignore depuis plusieurs semaines !!! Merci Castor.
658293234301773_660569547407475|2016-10-26 14:25:00|1856863667875670|2015-06-08 13:23:13|135315403266228_658293234301773|Bonjour, je vous ai repondu par message prive. J'espere maintenant que vous n'allez pas nous faire tourner en rond pour ne pas avoir a nous repondre. Merci.
658293234301773_660854734045623|2016-10-26 14:25:00|135315403266228|2015-06-09 07:43:15|135315403266228_658293234301773|Bonjour @Audrey. Nous avons transmis votre requete aupres de nos equipes. Nous revenons vers vous le plus rapidement possible. Bonne journee.
658293234301773_661855847278845|2016-10-26 14:25:00|135315403266228|2015-06-11 07:59:48|135315403266228_658293234301773|Bonjour @Marie-Laure. Pouvez-vous preciser par message prive la nature de votre interpellation ? Bonne journee.
658293234301773_661859593945137|2016-10-26 14:25:00|1856863667875670|2015-06-11 08:27:35|135315403266228_658293234301773|Bonjour, nous avons ete contactes par un responsable Geoxia et par notre chef de chantier qui nous ont promis la reprise drs travaux. Nous attendons donc de voir et donneront des nouvelles. En tout cas, merci de votre intervention.
658293234301773_723803001084129|2016-10-26 14:25:00|10209672504482572|2015-11-10 12:28:44|135315403266228_658293234301773|1 reponse sans solutions ????
636500513147712_773168409480921|2016-10-26 14:25:00|1814459945499586|2016-03-10 19:47:45|135315403266228_636500983147665|packmannnnn :)
636500513147712_773168549480907|2016-10-26 14:25:00|1814459945499586|2016-03-10 19:48:06|135315403266228_636500983147665|il va bouffe ton voisin ..... ou ton chien
636491936481903_773168682814227|2016-10-26 14:25:00|1814459945499586|2016-03-10 19:48:53|135315403266228_636492106481886|style anglais ?? non, breton non plus ? Toulousain ? non Belge non , hollandais , non plus ..... alors c'est quel style ????? Merdique, pourri,
623362731128157_623537987777298|2016-10-26 14:25:00|1784863175121106|2015-03-20 21:25:26|135315403266228_623362844461479|Aucune visite du cote d'Evreux???
613451465452617_707464076051355|2016-10-26 14:25:00|1208308315895344|2015-09-21 11:29:40|135315403266228_613451508785946|Est il encore possible de la visitee ?
417367408394358_1062251|2016-10-26 14:25:00|1237095849656911|2014-01-24 18:22:35|135315403266228_590907111040386|Quelle jolie maison... J'envie ceux qui en seront proprietaires... Bisous bisous
417367408394358_1178804|2016-10-26 14:25:00|1234126706607647|2014-03-31 11:50:14|135315403266228_590907111040386|notre futur maison
417367408394358_528702440594187|2016-10-26 14:25:00|10209565548128301|2014-09-10 15:22:29|135315403266228_590907111040386|notre futur maison aussi !
417367408394358_590909977706766|2016-10-26 14:25:00|1304719712891807|2015-01-16 22:07:26|135315403266228_590907111040386|Ce modele a l'air d'avoir un franc succes, faites realiser une maquette de ce modele pour augmenter vos performances commerciales. Bien cordialement, LOUIS fabrice.
417367408394358_590929771038120|2016-10-26 14:25:00|10211455490289388|2015-01-16 23:25:35|135315403266228_590907111040386|Ca devait etre la notre aussi jusqu'a ce qu'ils refusent la bichromie sur l'autorisation de permis de construire... Decus tout de meme
417367408394358_608239832640447|2016-10-26 14:25:00|1038408979574522|2015-02-22 08:13:14|135315403266228_590907111040386|Bonjour je suis sur le point de faire construire cette maison si vous avez des conseil je suis preneur merci
417367408394358_732084633589299|2016-10-26 14:25:00|1826499250964880|2015-12-04 13:34:41|135315403266228_590907111040386|C quoi bichromie?
417367408394358_732085030255926|2016-10-26 14:25:00|10154707017854706|2015-12-04 13:36:58|135315403266228_590907111040386|Jennifer Declincourt la bichromie c'est l'enduit de 2 couleurs :)
417367408394358_732118270252602|2016-10-26 14:25:00|10207849289495479|2015-12-04 15:32:46|135315403266228_590907111040386|Anais Lili c la.meme que toi non?
417367408394358_732123300252099|2016-10-26 14:25:00|10210027851123697|2015-12-04 15:46:51|135315403266228_590907111040386|Non Emilie Sanchez
417367408394358_732123533585409|2016-10-26 14:25:00|10207849289495479|2015-12-04 15:47:32|135315403266228_590907111040386|Ha je croyez Anais Lili
417367408394358_732123793585383|2016-10-26 14:25:00|10210027851123697|2015-12-04 15:48:42|135315403266228_590907111040386|Non c presk mais c pa ca
417367408394358_732123803585382|2016-10-26 14:25:00|10210027851123697|2015-12-04 15:48:46|135315403266228_590907111040386|Jte montre apres
417367408394358_732123840252045|2016-10-26 14:25:00|10210027851123697|2015-12-04 15:48:56|135315403266228_590907111040386|D que je rentre Emilie Sanchez
417367408394358_732124150252014|2016-10-26 14:25:00|10207849289495479|2015-12-04 15:50:07|135315403266228_590907111040386|Dac oui tu montre Anais Lili a tte bisouuu
417367408394358_733020620162367|2016-10-26 14:25:00|10208198730145825|2015-12-07 12:28:11|135315403266228_590907111040386|Belle maison mais service apres vente decevant(mur ba13  pas droit et crepis facade avec beaucoup de belle fissure )
417367408394358_733102620154167|2016-10-26 14:25:00|135315403266228|2015-12-07 17:26:15|135315403266228_590907111040386|@Masse Christiane : Bonjour Christiane, nous accusons reception de votre message. Pourriez-vous nous communiquer, par message prive, votre numero de dossier et ville de construction?
417367408394358_736577829806646|2016-10-26 14:25:00|10211358819945415|2015-12-17 09:32:45|135315403266228_590907111040386|Ne pas faire une pompe a chaleur chez eux en plus il s'avent  pas repondre aux recommandee ou tardivement ! Si j'avais su ...
417367408394358_749528775178218|2016-10-26 14:25:00|1107470255987633|2016-01-15 13:22:07|135315403266228_590907111040386|notre futur maison qui est actuellement en construction . avec une equipe au top !
417367408394358_762375487226880|2016-10-26 14:25:00|10209316251776815|2016-02-13 16:14:41|135315403266228_590907111040386|Je suis sur le point de signer avec maison castor pour une expressive mais avec un niveau. Vos commentaires ne sont pas tres rassurant meme si je pense qu'en passant par n'importe quel constructeur, en cas de litige, il n'y a plus personne!!!
417367408394358_766051176859311|2016-10-26 14:25:00|10207964768693236|2016-02-22 14:22:43|135315403266228_590907111040386|Je voulai savoir si quelqun a cette maison la et si possible menvoyer une photo de la salle de bain jme renderai mieux contre que sur le plan merci ...
417367408394358_766382623492833|2016-10-26 14:25:00|135315403266228|2016-02-23 11:00:48|135315403266228_590907111040386|Bonjour Cindy Szewczyk. Pouvez-vous preciser la nature de votre interpellation ? Nous proposons d'echanger par message prive sur votre dossier afin de repondre le plus rapidement a votre demande. A tres vite.
417367408394358_768418006622628|2016-10-26 14:25:00|10210076211435739|2016-02-28 08:10:05|135315403266228_590907111040386|Vendez vous autre chose que des photos de maisons ? Signature en juillet 2015, permis de construire obtenu le 24 novembre et depuis... Rien ! On nous a annonce a la signature une date de livraison estimative courant juillet 2016. Depuis le permis de construire on nous annonce des periodes vagues pour le debut des travaux (courant janvier. 2 eme quinzaine de fevrier...) et a ce jour je demande une date precise ils ne peuvent pas me la donner. Rien de planifier ! J'ai perdu toute confiance en maison Castor et je suis bon a payer pret +loyers pendant un moment, bonjour la perte financiere...
417367408394358_768975229900239|2016-10-26 14:25:00|135315403266228|2016-02-29 16:16:59|135315403266228_590907111040386|Bonjour Fabien Deleu. Apres avoir pris contact avec votre centre de travaux Castor Lezennes, ils nous ont informes que votre ouverture de chantier est prevue aujourd'hui. Bonne fin de journee. L'equipe Maison Castor
417367408394358_768989856565443|2016-10-26 14:25:00|10210076211435739|2016-02-29 17:05:02|135315403266228_590907111040386|Bonjour, Merci pour votre retour.
417367408394358_769413833189712|2016-10-26 14:25:00|10211123767228880|2016-03-01 17:27:12|135315403266228_590907111040386|Alors, delai respecte?
417367408394358_769414929856269|2016-10-26 14:25:00|10210076211435739|2016-03-01 17:31:55|135315403266228_590907111040386|Non on m'a annonce demain. Mais appel de fond recu par contre ! Delai respecter pour ca
417367408394358_780592958738466|2016-10-26 14:25:00|10209030989184382|2016-03-23 17:55:20|135315403266228_590907111040386|Apparemment on nous ecoute ici.. nous on a choisi la 2eme finition (et Il n'y a que le RDC  a faire) La construction a bien debute en Janvier 2015 - 3 mois ou tout s'est tres bien deroule et une petite erreur et patatra... on a toujours pas receptionne !! On commence a trouver le temps long.... Si ces quelques mots peuvent avancer les choses !
417367408394358_781226295341799|2016-10-26 14:25:00|135315403266228|2016-03-24 14:08:39|135315403266228_590907111040386|Bonjour @Toubarx Munegu. Pourriez-vous nous communiquer votre numero de dossier et la ville de construction? Nous vous proposons d'echanger par messages prives afin de pouvoir repondre a votre demande. Bonne apres-midi, Maison Castor
417367408394358_786862854778143|2016-10-26 14:25:00|10209030989184382|2016-03-31 19:56:48|135315403266228_590907111040386|J'ai peut etre parler trop vite... Je vous ai bien contacte par message prive il y a maintenant 1 semaine. Je commence a perdre patience... C juste inadmissible de laisser des gens sans information et sans leur repondre.
417367408394358_787299768067785|2016-10-26 14:25:00|135315403266228|2016-04-01 08:41:12|135315403266228_590907111040386|Bonjour @Toubarx Munegu. Veuillez nous excuser pour ce delais de reponse. Le centre de travaux nous informe que la reprise de l'enduit sera effectuee la semaine prochaine. Suite a un changement de couleur concernant la menuiserie, une nouvelle commande  a ete faite. Le delais de cette commande etait de 8 semaines, ce qui explique votre retard. La livraison de votre maison est prevue courant avril. Cordialement, Maison Castor
417367408394358_787309194733509|2016-10-26 14:25:00|10209030989184382|2016-04-01 08:59:33|135315403266228_590907111040386|Bonjour, Merci de votre reponse. Nous esperons donc avoir la maison au plus tard debut mai..
417367408394358_789053001225795|2016-10-26 14:25:00|135315403266228|2016-04-04 14:20:46|135315403266228_590907111040386|Bonjour Stephanie Thuillier. Pourriez-vous nous renseigner votre numero de contrat? Nous vous proposons d'echanger par messages prives afin de nous preciser la raison de votre demande. Bonne apres-midi, Maison Castor
417367408394358_789721397825622|2016-10-26 14:25:00|1206362056087030|2016-04-05 19:56:31|135315403266228_590907111040386|pourquoi mettez vous les menuiseries noires sur l'image alors que vous n'etes pas capables de les installer??? de meme, pour quelle raison l'enduit sur la maison est blanc alors qu'en reel il est couleur sable??? d'ailleurs pour quelle raison sur ce meme enduit, on ne voit pas de trace de parpaing ni de cheneau??? croyez moi tous, passez votre chemin, vous en serez fortement decu... :(
417367408394358_789734584490970|2016-10-26 14:25:00|1529190717096429|2016-04-05 20:50:08|135315403266228_590907111040386|T remonte aussi contre ton constructeur Julien? Decidement tous des branquignoles dans ce metier!  C desesperant !
417367408394358_790082264456202|2016-10-26 14:25:00|135315403266228|2016-04-06 14:12:29|135315403266228_590907111040386|Bonjour @ Julien Aumard. Les visuels de nos pavillons presentent des prestations que nos clients peuvent choisir dans le respect de leur budget et des contraintes liees au dossier de permis de construire. Pour le probleme de spectres apparents sur votre ravalement, nous vous proposons d'organiser un rendez-vous avec le fournisseur de l'enduit. Nous proposons de poursuivre nos echanges par message prive pour le suivi de votre dossier. Les Castor
417367408394358_790514201079675|2016-10-26 14:25:00|1206362056087030|2016-04-07 11:45:55|135315403266228_590907111040386|"concernant les soucis d'enduits c'est en cours, concernant les ""visuels"", c'est entierement faux, cette maison m'a ete proposee par le commercial, en me tendant l'illustration, celui ci m'a dit ""c'est la votre"", au final il n'y a pas eu possibilite d'avoir les menuiseries noires, simplement la porte de garage et d'entrees que nous avons reussis a negocier sous peine de faire marche arriere!!!! donc je vous confirme que concernant l'agence de Lens, il n'y a pas eu possibilite de les avoirs, et rien avoir avec le budget ou le permis de construire!!! donc vous attirer le client avec des jolies photos et ensuite rien!!!"
417367408394358_793300727467689|2016-10-26 14:25:00|10209542261730218|2016-04-13 06:04:43|135315403266228_590907111040386|"je vois que nous ne sommes pas les seuls a avoir des soucis... tout avait pourtant bien commence,ca faisait plus de 7ans  que l'on voulait notre maison... On a eu affaire a un bon commercial qui a bien fait son travail, les debuts sur le chantier se sont bien deroules mais ensuite gros probleme de communication avec notre chef de chantier qui nous donnait des dates approximatives pour la reception de notre maison... ""pour la fin d'annee c'est bon"" nous a t il dit (verbalement pas de trace ecrite biensur!)nous lui avons donc fait confiance et avons depose notre preavis de 3mois mi decembre afin d'avoir du temps pour faire nos amenagements interieur...ms nous n'avons rien eu fin decembre...apres c'etait ""pour le mois de janvier"" et apres ""1ere quinzaine de fevrier""...apres plusieurs peripeties nous avons finalement receptionne les cles le 29fevrier(je vous passe les details de la remise des cles)!donc il nous restait 2semaines pour amenager notre maison,nous avons du presser les autres intervenants pour que la maison soit habitable(erdf,chauffagiste,edf...qui ont ete tres reactifs) un minimun,surtout avec un bebe! Donc beaucoup de stress et d'angoisse au jour le jour! et une fois dans la maison les bonnes surprises continuent...pas de chasse d'eau fonctionnelle,2fuites au niveau de la tuyeauterie,une porte a changer depuis la reception des cles...et un chef de chantier aux abonnes absents!(je peux comprendre que nos problemes ne soient pas regles dans la seconde, mais nous aimerions quand meme avoir une reponse! ) bref notre reve s'est transforme en cauchemar et si c'etait a refaire nous ne le referions pas"
417367408394358_793436624120766|2016-10-26 14:25:00|135315403266228|2016-04-13 14:07:54|135315403266228_590907111040386|Bonjour Laetitia Guimbaud. Nous sommes navres de cette situation. Pouvez-vous nous communiquer, par message prive, votre nom/prenom, numero de dossier et departement de construction, afin que nous retrouvions votre dossier ? Merci d'avance, Maison Castor
417367408394358_832245636906531|2016-10-26 14:25:00|1856863667875670|2016-07-02 11:10:40|135315403266228_590907111040386|Fuyez, malheureux !!! Ne faites pas cette erreur... Une fois de plus, les artisans qui venaient reparer les erreurs sont repartis en laissant d'autres choses a reparer.  Nos gouttieres alu noires sont dans un etat lamentable. Rayees et deformees car bien evidemment ils n'ont pas cru utile de les proteger avant de poser leur echelle dessus... normal.
417367408394358_845613535569741|2016-10-26 14:25:00|1607606079533318|2016-07-28 16:32:55|135315403266228_590907111040386|Bonjour   Pour ma part une force de vente exemplaire dans les Ardennes  dans le 08 mais aucun suivi aucun contacte pour  resoudre les gros soucis :systeme solaire qui ne fonctionne toujours pas  5 mois apres la reception de la maison ,l'evacuation  de la machine a laver  qui n' est pas exploitable donc aucune lessive possible depuis 4mois ,des montants de porte fixes de travers enfin un projet desastreux  ...  Je ne conseille pas a mes proches de passer par maison castor  c'est une lamentable periode de stress et de temps perdu pour nous et un coups construction surevalue.   La flotte de commerciaux doit etre bien remplie mais pour  ce qui est des intervenants apres vente  je pense que les budgets  sont reduits ...  Je reste a votre ecoute maison castor pour vos fausses excuses que je connais parfaitement depuis bientot un an @  Cdt
417367408394358_845623238902104|2016-10-26 14:25:00|1607606079533318|2016-07-28 16:59:05|135315403266228_590907111040386|Des charlots maison castor Reims si j'y vais ca va peter severement et si ca bouge pas je lance la procedure ...
586412014823229_759374410860321|2016-10-26 14:25:00|338807169806777|2016-02-06 20:23:49|135315403266228_586412058156558|
1042623469136815_1054430697956092|2016-10-26 14:25:00|10154541789981590|2016-06-16 09:57:12|232821613450342_1042623469136815|je le remets donc en vue de tous: vraiment tres decu par maison familiale... vous faites appel a les artisans qui n'en ont strictement rien a faire... plus de 3 semaines que le couvreur fait lettre morte aux appels du responsable de chantier. en attendant rien n'avance et, non, il n'est pas possible de changer de couvreur.... je trouve cela alluciant et inadmissible. tout comme le delai entre chaque corps de metier. je fais construire dans un lotissement et on devient (enfin vous devenez) la risee des voisins qui commencent 3 mois plus tard et nous ont deja depasses... oblige de subir...
1042623469136815_1119752828090545|2016-10-26 14:25:00|10154549135777492|2016-09-16 06:43:09|232821613450342_1042623469136815|Notamment l'agence de pavillon sous bois! Apres la signature chez le notaire, il n'y a plus personne au bout du fil!!
1042623469136815_1131529910246170|2016-10-26 14:25:00|161259007668784|2016-09-30 06:10:04|232821613450342_1042623469136815|pour notre part, tres decu du service apres-vente, 4 mois que nous avons demande une intervention pour reparer la serrure et poignee de notre baie vitree. plus de reponse a nos relances ni prise de nos appels. 6 mois pour faire reparer le cumul, 9 mois pour changer les portes interieures defectueuse. sans parler que vous avez pose une tiers en bois pour un contrat en PVC. le fournisseur ne ferait pas ? pourquoi les deux maisons construites en face ont une tiers pas en bois dans le meme coloris ?
1042623469136815_1075585812507247|2016-10-26 14:25:00|10208641009680294|2016-07-19 05:43:11|232821613450342_1042623469136815|aucun respect pour le voisinage !!! ils ne mettent pas de bache de protection pour proteger la toiture des maisons mitoyenne !! ils ne reparent pas les degats occasionnes sur les maisons mitoyennes !!! des gougnafiers !!!!!
1042623469136815_1054430677956094|2016-10-26 14:25:00|10154541789981590|2016-06-16 09:57:00|232821613450342_1042623469136815|j'adore voir que mes commentaires n'arrivent pas sur votre page et sont filtres avant apparition... bonne maniere de trier les positifs ou negatifs!
1042623469136815_1075587219173773|2016-10-26 14:25:00|10208641009680294|2016-07-19 05:46:54|232821613450342_1042623469136815|nous avons du passer le karcher sur notre toiture !! sans compter les megots de cigarettes jete par leurs ouvriers trouve sur notre toiture !!! si je devais faire construire ma maison ce n'est pas avec maison familiale c'est certain !!! 
1042623469136815_1119752594757235|2016-10-26 14:25:00|10154549135777492|2016-09-16 06:42:21|232821613450342_1042623469136815|Comment se faire escroquer? En allant chez MF!!!
1033700030029159_1115734778492350|2016-10-26 14:25:00|10154251676304635|2016-09-11 05:01:24|232821613450342_1033700030029159|J'avais eu un bon contact telephonique avec une conseillere MF a Montpellier. Elle etait aimable et competante. C'est donc vers MF que je me suis tournee lorsque mon projet de construction s'est concretise. Comme le terrain est situe dans le 13, je me suis rendu a a Expobat. J'ai ete recue par un pur commercial qui m'a propose un rv sur le terrain le lundi suivant a 14h, j'imaginais qu'il serait accompagne d'un technicien. Comme a 14h15, personne n'etait la, j'ai telephone. Le commercial m'a repondu qu'il n'avait pas pu me prevenir de son retard en raison d'un reunion mais qu'il arrivait tout dans le quart d'heure. Je l'attends toujours. Une boite qui emploie de tels commerciaux n'est pas serieuse.
1033700030029159_1075585839173911|2016-10-26 14:25:00|10208641009680294|2016-07-19 05:43:17|232821613450342_1033700030029159|aucun respect pour le voisinage !!! ils ne mettent pas de bache de protection pour proteger la toiture des maisons mitoyenne !! ils ne reparent pas les degats occasionnes sur les maisons mitoyennes !!! des gougnafiers !!!!!
1033700030029159_1075587619173733|2016-10-26 14:25:00|10208641009680294|2016-07-19 05:48:32|232821613450342_1033700030029159|nous avons du passer le karcher sur notre toiture !! sans compter les megots de cigarettes jete par leurs ouvriers trouve sur notre toiture !!! si je devais faire construire ma maison ce n'es pas avec maison familiale c'est certain !!!
1033700030029159_1084388958293599|2016-10-26 14:25:00|10154503945753819|2016-08-01 18:25:31|232821613450342_1033700030029159|c'est dommage mais votre site internet n'est vraiment pas pratique et contrairement aux autres ne donnent pas envie de poursuivre car pour decouvrir vos modeles de maison c'est la croix et la banniere.pourquoi ne pas faire quelque chose de plus simple.c'est a n'y rien comprendre!
1033700030029159_1121337187932109|2016-10-26 14:25:00|10205970293447441|2016-09-18 08:26:29|232821613450342_1033700030029159|Surtout pas une des maisons de votre groupe GEOXIA
1033700030029159_1084388251627003|2016-10-26 14:25:00|10154503945753819|2016-08-01 18:23:09|232821613450342_1033700030029159|Bonjour a vous,
1033700030029159_1075590975840064|2016-10-26 14:25:00|10208641009680294|2016-07-19 05:53:19|232821613450342_1033700030029159|
1033700030029159_1119753204757174|2016-10-26 14:25:00|10154549135777492|2016-09-16 06:44:18|232821613450342_1033700030029159|Aucun respect tout court!!!  Ne commandez pas chez eux!!
